Id,Name
182,Cinemas and Events
183,Comedy Events
184,Concerts & Music Events
185,Fan Conventions
186,Family and Relationships
187,Bereavement
188,Dating
189,Divorce
190,Eldercare
191,Marriage and Civil Unions
192,Parenting
193,Adoption and Fostering
194,Daycare and Pre-School
195,Internet Safety
196,Parenting Babies and Toddlers
197,Parenting Children Aged 4-11
198,Parenting Teens
199,Special Needs Kids
200,Single Life
201,Fine Art
202,Costume
203,Dance
204,Design
205,Digital Arts
206,Fine Art Photography
207,Modern Art
208,Opera
209,Theater
210,Food & Drink
211,Alcoholic Beverages
212,Vegan Diets
213,Vegetarian Diets
214,World Cuisines
215,Barbecues and Grilling
216,Cooking
217,Desserts and Baking
218,Dining Out
219,Food Allergies
220,Food Movements
221,Healthy Cooking and Eating
222,Non-Alcoholic Beverages
223,Healthy Living
224,Children's Health
225,Fitness and Exercise
226,Participant Sports
227,Running and Jogging
228,Men's Health
229,Nutrition
230,Senior Health
231,Weight Loss
232,Wellness
233,Alternative Medicine
234,Herbs and Supplements
235,Holistic Health
236,Physical Therapy
237,Smoking Cessation
238,Women's Health
239,Hobbies & Interests
240,Antiquing and Antiques
241,Magic and Illusion
242,Model Toys
243,Musical Instruments
244,Paranormal Phenomena
245,Radio Control
246,Sci-fi and Fantasy
247,Workshops and Classes
248,Arts and Crafts
249,Beadwork
250,Candle and Soap Making
251,Drawing and Sketching
252,Jewelry Making
253,Needlework
254,Painting
255,Photography
256,Scrapbooking
257,Woodworking
258,Beekeeping
259,Birdwatching
260,Cigars
261,Collecting
262,Comic Books
263,Stamps and Coins
264,Content Production
265,Audio Production
266,Freelance Writing
267,Screenwriting
268,Video Production
269,Games and Puzzles
270,Board Games and Puzzles
271,Card Games
272,Roleplaying Games
273,Genealogy and Ancestry
274,Home & Garden
275,Gardening
276,Remodeling & Construction
277,Smart Home
278,Home Appliances
279,Home Entertaining
280,Home Improvement
281,Home Security
282,Indoor Environmental Quality
283,Interior Decorating
284,Landscaping
285,Outdoor Decorating
286,Medical Health
287,Diseases and Conditions
288,Allergies
289,"Ear, Nose and Throat Conditions"
290,Endocrine and Metabolic Diseases
291,Hormonal Disorders
292,Menopause
293,Thyroid Disorders
294,Eye and Vision Conditions
295,Foot Health
296,Heart and Cardiovascular Diseases
297,Infectious Diseases
298,Injuries
299,First Aid
300,Lung and Respiratory Health
301,Mental Health
302,Reproductive Health
303,Birth Control
304,Infertility
305,Pregnancy
306,Blood Disorders
307,Sexual Health
308,Sexual Conditions
309,Skin and Dermatology
310,Sleep Disorders
311,Substance Abuse
312,Bone and Joint Conditions
313,Brain and Nervous System Disorders
314,Cancer
315,Cold and Flu
316,Dental Health
317,Diabetes
318,Digestive Disorders
319,Medical Tests
320,Pharmaceutical Drugs
321,Surgery
322,Vaccines
323,Cosmetic Medical Services
324,Movies
325,Action and Adventure Movies
326,Romance Movies
327,Science Fiction Movies
328,Special Interest Movies
329,Animation Movies
330,Comedy Movies
331,Crime and Mystery Movies
332,Documentary Movies
333,Drama Movies
334,Family and Children Movies
335,Fantasy Movies
336,Horror Movies
337,World Movies
338,Music and Audio
339,Adult Contemporary Music
340,Soft AC Music
341,Urban AC Music
342,Adult Album Alternative
343,Alternative Music
344,Children's Music
345,Classic Hits
346,Classical Music
347,College Radio
348,Comedy (Music and Audio)
349,Contemporary Hits/Pop/Top 40
350,Country Music
351,Dance and Electronic Music
352,World/International Music
353,Songwriters/Folk
354,Gospel Music
355,Hip Hop Music
356,Inspirational/New Age Music
357,Jazz
358,Oldies/Adult Standards
359,Reggae
360,Blues
361,Religious (Music and Audio)
362,R&B/Soul/Funk
363,Rock Music
364,Album-oriented Rock
365,Alternative Rock
366,Classic Rock
367,Hard Rock
368,Soft Rock
369,"Soundtracks, TV and Showtunes"
370,Sports Radio
371,Talk Radio
372,Business News Radio
373,Educational Radio
374,News Radio
375,News/Talk Radio
376,Public Radio
377,Urban Contemporary Music
378,Variety (Music and Audio)
379,News and Politics
380,Crime
381,Disasters
382,International News
383,Law
384,Local News
385,National News
386,Politics
387,Elections
388,Political Issues
389,War and Conflicts
390,Weather
391,Personal Finance
392,Consumer Banking
393,Financial Assistance
394,Government Support and Welfare
395,Student Financial Aid
396,Financial Planning
397,Frugal Living
398,Insurance
399,Health Insurance
400,Home Insurance
401,Life Insurance
402,Motor Insurance
403,Pet Insurance
404,Travel Insurance
405,Personal Debt
406,Credit Cards
407,Home Financing
408,Personal Loans
409,Student Loans
410,Personal Investing
411,Hedge Funds
412,Mutual Funds
413,Options
414,Stocks and Bonds
415,Personal Taxes
416,Retirement Planning
417,Home Utilities
418,Gas and Electric
419,Internet Service Providers
420,Phone Services
421,Water Services
422,Pets
423,Birds
424,Cats
425,Dogs
426,Fish and Aquariums
427,Large Animals
428,Pet Adoptions
429,Reptiles
430,Veterinary Medicine
431,Pet Supplies
432,Pop Culture
433,Celebrity Deaths
434,Celebrity Families
435,Celebrity Homes
436,Celebrity Pregnancy
437,Celebrity Relationships
438,Celebrity Scandal
439,Celebrity Style
440,Humor and Satire
441,Real Estate
442,Apartments
443,Retail Property
444,Vacation Properties
445,Developmental Sites
446,Hotel Properties
447,Houses
448,Industrial Property
449,Land and Farms
450,Office Property
451,Real Estate Buying and Selling
452,Real Estate Renting and Leasing
453,Religion & Spirituality
454,Agnosticism
455,Spirituality
456,Astrology
457,Atheism
458,Buddhism
459,Christianity
460,Hinduism
461,Islam
462,Judaism
463,Sikhism
464,Science
465,Biological Sciences
466,Chemistry
467,Environment
468,Genetics
469,Geography
470,Geology
471,Physics
472,Space and Astronomy
473,Shopping
474,Coupons and Discounts
475,Flower Shopping
476,Gifts and Greetings Cards
477,Grocery Shopping
478,Holiday Shopping
479,Household Supplies
480,Lotteries and Scratchcards
481,Sales and Promotions
482,Children's Games and Toys
483,Sports
484,American Football
485,Boxing
486,Cheerleading
487,College Sports
488,College Football
489,College Basketball
490,College Baseball
491,Cricket
492,Cycling
493,Darts
494,Disabled Sports
495,Diving
496,Equine Sports
497,Horse Racing
498,Extreme Sports
499,Canoeing and Kayaking
500,Climbing
501,Paintball
502,Scuba Diving
503,Skateboarding
504,Snowboarding
505,Surfing and Bodyboarding
506,Waterskiing and Wakeboarding
507,Australian Rules Football
508,Fantasy Sports
509,Field Hockey
510,Figure Skating
511,Fishing Sports
512,Golf
513,Gymnastics
514,Hunting and Shooting
515,Ice Hockey
516,Inline Skating
517,Lacrosse
518,Auto Racing
519,Motorcycle Sports
520,Martial Arts
521,Olympic Sports
522,Summer Olympic Sports
523,Winter Olympic Sports
524,Poker and Professional Gambling
525,Rodeo
526,Rowing
527,Rugby
528,Rugby League
529,Rugby Union
530,Sailing
531,Skiing
532,Snooker/Pool/Billiards
533,Soccer
534,Badminton
535,Softball
536,Squash
537,Swimming
538,Table Tennis
539,Tennis
540,Track and Field
541,Volleyball
542,Walking
543,Water Polo
544,Weightlifting
545,Baseball
546,Wrestling
547,Basketball
548,Beach Volleyball
549,Bodybuilding
550,Bowling
551,Sports Equipment
552,Style & Fashion
553,Beauty
554,Hair Care
555,Makeup and Accessories
556,Nail Care
557,Natural and Organic Beauty
558,Perfume and Fragrance
559,Skin Care
560,Women's Fashion
561,Women's Accessories
562,Women's Glasses
563,Women's Handbags and Wallets
564,Women's Hats and Scarves
565,Women's Jewelry and Watches
566,Women's Clothing
567,Women's Business Wear
568,Women's Casual Wear
569,Women's Formal Wear
570,Women's Intimates and Sleepwear
571,Women's Outerwear
572,Women's Sportswear
573,Women's Shoes and Footwear
574,Body Art
575,Children's Clothing
576,Designer Clothing
577,Fashion Trends
578,High Fashion
579,Men's Fashion
580,Men's Accessories
581,Men's Jewelry and Watches
582,Men's Clothing
583,Men's Business Wear
584,Men's Casual Wear
585,Men's Formal Wear
586,Men's Outerwear
587,Men's Sportswear
588,Men's Underwear and Sleepwear
589,Men's Shoes and Footwear
590,Personal Care
591,Bath and Shower
592,Deodorant and Antiperspirant
593,Oral care
594,Shaving
595,Street Style
596,Technology & Computing
597,Artificial Intelligence
598,Augmented Reality
599,Computing
600,Computer Networking
601,Computer Peripherals
602,Computer Software and Applications
603,3-D Graphics
604,Photo Editing Software
605,Shareware and Freeware
606,Video Software
607,Web Conferencing
608,Antivirus Software
609,Browsers
610,Computer Animation
611,Databases
612,Desktop Publishing
613,Digital Audio
614,Graphics Software
615,Operating Systems
616,Data Storage and Warehousing
617,Desktops
618,Information and Network Security
619,Internet
620,Cloud Computing
621,Web Development
622,Web Hosting
623,Email
624,Internet for Beginners
625,Internet of Things
626,IT and Internet Support
627,Search
628,Social Networking
629,Web Design and HTML
630,Laptops
631,Programming Languages
632,Consumer Electronics
633,Cameras and Camcorders
634,Home Entertainment Systems
635,Smartphones
636,Tablets and E-readers
637,Wearable Technology
638,Robotics
639,Virtual Reality
640,Television
641,Animation TV
642,Soap Opera TV
643,Special Interest TV
644,Sports TV
645,Children's TV
646,Comedy TV
647,Drama TV
648,Factual TV
649,Holiday TV
650,Music TV
651,Reality TV
652,Science Fiction TV
653,Travel
654,Travel Accessories
655,Travel Locations
656,Africa Travel
657,Asia Travel
658,Australia and Oceania Travel
659,Europe Travel
660,North America Travel
661,Polar Travel
662,South America Travel
663,Travel Preparation and Advice
664,Travel Type
665,Adventure Travel
666,Family Travel
667,Honeymoons and Getaways
668,Hotels and Motels
669,Rail Travel
670,Road Trips
671,Spas
672,Air Travel
673,Beach Travel
674,Bed & Breakfasts
675,Budget Travel
676,Business Travel
677,Camping
678,Cruises
679,Day Trips
680,Video Gaming
681,Console Games
682,eSports
683,Mobile Games
684,PC Games
685,Video Game Genres
686,Action Video Games
687,Role-Playing Video Games
688,Simulation Video Games
689,Sports Video Games
690,Strategy Video Games
691,Action-Adventure Video Games
692,Adventure Video Games
693,Casual Games
694,Educational Video Games
695,Exercise and Fitness Video Games
696,MMOs
697,Music and Party Video Games
698,Puzzle Video Games
1000,Content Channel
1001,Editorial/Professional
1002,Email
1003,Forum/Community
1004,Game
1005,Marketplace/eCommerce
1006,Search Engine/Listings
1007,Social
1008,Utility/Online Tool
1009,Voice Activated Channels
1010,Content Type
1011,Academic/ResearchConent
1012,Chat/IM/Comments
1013,Educational Content
1014,Entertainment Content
1015,Feature
1016,General Social
1017,Instructional Content
1018,Interactive Content
1019,Listings/Classifieds/Product Listings/Search Results
1020,News
1021,Review
1022,Content Media Format
1023,Audio
1024,Images/Galleries
1025,Interactive
1026,Mixed
1027,Textual
1028,Video
1029,VR/AR
1030,Content Language
1031,Afar
1032,Abkhaz
1033,Avestan
1034,Afrikaans
1035,Akan
1036,Amharic
1037,Aragonese
1038,Arabic
1039,Assamese
1040,Avaric
1041,Aymara
1042,Azerbaijani
1043,Bashkir
1044,Belarusian
1045,Bulgarian
1046,Bihari
1047,Bislama
1048,Bambara
1049,Bengali
1050,Tibetan
1051,Breton
1052,Bosnian
1053,Catalan
1054,Chechen
1055,Chamorro
1056,Corsican
1057,Cree
1058,Czech
1059,Old Church Slavonic
1060,Chuvash
1061,Welsh
1062,Danish
1063,German
1064,Divehi
1065,Dzongkha
1066,Ewe
1067,Greek
1068,English
1069,Esperanto
1070,Spanish
1071,Estonian
1072,Basque
1073,Farsi
1074,Fula
1075,Finnish
1076,Fijian
1077,Faroese
1078,French
1079,Western Frisian
1080,Irish
1081,Scottish Gaelic
1082,Galician
1083,Guarani
1084,Gujarati
1085,Manx
1086,Hausa
1087,Hebrew
1088,Hindi
1089,Hiri Motu
1090,Croatian
1091,Haitian
1092,Hungarian
1093,Armenian
1094,Herero
1095,Interlingua
1096,Indonesian
1097,Interlingue
1098,Igbo
1099,Nuosu
1100,Inupiaq
1101,Ido
1102,Icelandic
1103,Italian
1104,Inuktitut
1105,Japanese
1106,Javanese
1107,Georgian
1108,Kongo
1109,Kikuyu
1110,Kwanyama
1111,Kazakh
1112,Kalaallisut
1113,Khmer
1114,Kannada
1115,Korean
1116,Kanuri
1117,Kashmiri
1118,Kurdish
1119,Komi
1120,Cornish
1121,Kyrgyz
1122,Latin
1123,Luxembourgish
1124,Ganda
1125,Limburgish
1126,Lingala
1127,Lao
1128,Lithuanian
1129,Luba-Katanga
1130,Latvian
1131,Malagasy
1132,Marshallese
1133,Maori
1134,Macedonian
1135,Malayalam
1136,Mongolian
1137,Marathi
1138,Malay
1139,Maltese
1140,Burmese
1141,Nauruan
1142,Norwegian Bokmal
1143,Northern Ndebele
1144,Nepali
1145,Ndonga
1146,Dutch
1147,Norwegian Nynorsk
1148,Norwegian
1149,Southern Ndebele
1150,Navajo
1151,Chichewa
1152,Occitan
1153,Ojibwe
1154,Oromo
1155,Oriya
1156,Ossetian
1157,Punjabi
1158,Pali
1159,Polish
1160,Pashto
1161,Portuguese
1162,Quechua
1163,Romansh
1164,Kirundi
1165,Romanian
1166,Russian
1167,Kinyarwanda
1168,Sanskrit
1169,Sardinian
1170,Sindhi
1171,Northern Sami
1172,Sango
1173,Sinhala
1174,Slovak
1175,Slovene
1176,Samoan
1177,Shona
1178,Somali
1179,Albanian
1180,Serbian
1181,Swati
1182,Southern Sotho
1183,Sundanese
1184,Swedish
1185,Swahili
1186,Tamil
1187,Telugu
1188,Tajik
1189,Thai
1190,Tigrinya
1191,Turkmen
1192,Tagalog
1193,Tswana
1194,Tonga
1195,Turkish
1196,Tsonga
1197,Tatar
1198,Twi
1199,Tahitian
1200,Uyghur
1201,Ukrainian
1202,Urdu
1203,Uzbek
1204,Venda
1205,Vietnamese
1206,Volapuk
1207,Walloon
1208,Wolof
1209,Xhosa
1210,Yiddish
1211,Yoruba
1212,Zhuang
1213,Chinese
1214,Zulu
1215,Content Source
1216,Professionally Produced
1217,User Generated
1218,Aggregated/Curated
1219,Content Source Geo
1220,Continent
1221,Asia
1222,Africa
1223,North America
1224,South America
1225,Antarctica
1226,Europe
1227,Antarctica
1228,Country
1229,Afghanistan
1230,Aland Islands
1231,Albania
1232,Algeria
1233,American Samoa
1234,Andorra
1235,Angola
1236,Anguilla
1237,Antarctica
1238,Antigua and Barbuda
1239,Argentina
1240,Armenia
1241,Aruba
1242,Australia
1243,Austria
1244,Azerbaijan
1245,Bahrain
1246,Bangladesh
1247,Barbados
1248,Belarus
1249,Belgium
1250,Belize
1251,Benin
1252,Bermuda
1253,Bhutan
1254,Bolivarian Republic of Venezuela
1255,Bolivia
1256,"Bonaire, Sint Eustatius and Saba"
1257,Bosnia and Herzegovina
1258,Botswana
1259,Bouvet Island
1260,Brazil
1261,British Virgin Islands
1262,Brunei Darussalam
1263,Bulgaria
1264,Burkina Faso
1265,Burundi
1266,Cabo Verde
1267,Cambodia
1268,Cameroon
1269,Canada
1270,Chad
1271,Chile
1272,China
1273,Christmas Island
1274,Colombia
1275,Costa Rica
1276,Cote d'Ivoire
1277,Croatia
1278,Cuba
1279,Curaçao
1280,Cyprus
1281,Czechia
1282,Denmark
1283,Djibouti
1284,Dominica
1285,Ecuador
1286,Egypt
1287,El Salvador
1288,Equatorial Guinea
1289,Eritrea
1290,Estonia
1291,Ethiopia
1292,Federated States of Micronesia
1293,Fiji
1294,Finland
1295,France
1296,French Guiana
1297,French Polynesia
1298,Gabon
1299,Georgia
1300,Germany
1301,Ghana
1302,Gibraltar
1303,Greece
1304,Greenland
1305,Grenada
1306,Guadeloupe
1307,Guam
1308,Guatemala
1309,Guernsey
1310,Guinea
1311,Guinea-Bissau
1312,Guyana
1313,Haiti
1314,Heard Island and McDonald Islands
1315,Honduras
1316,Hong Kong
1317,Hungary
1318,Iceland
1319,India
1320,Indonesia
1321,Iraq
1322,Ireland
1323,Islamic Republic of Iran
1324,Isle of Man
1325,Israel
1326,Italy
1327,Jamaica
1328,Japan
1329,Jersey
1330,Jordan
1331,Kazakhstan
1332,Kenya
1333,Kiribati
1334,Kuwait
1335,Kyrgyzstan
1336,Latvia
1337,Lebanon
1338,Lesotho
1339,Liberia
1340,Libya
1341,Liechtenstein
1342,Lithuania
1343,Luxembourg
1344,Macao
1345,Madagascar
1346,Malawi
1347,Malaysia
1348,Maldives
1349,Mali
1350,Malta
1351,Martinique
1352,Mauritania
1353,Mauritius
1354,Mayotte
1355,Mexico
1356,Monaco
1357,Mongolia
1358,Montenegro
1359,Montserrat
1360,Morocco
1361,Mozambique
1362,Myanmar
1363,Namibia
1364,Nauru
1365,Nepal
1366,New Caledonia
1367,New Zealand
1368,Nicaragua
1369,Nigeria
1370,Niue
1371,Norfolk Island
1372,Norway
1373,Oman
1374,Pakistan
1375,Palau
1376,Panama
1377,Papua New Guinea
1378,Paraguay
1379,Peru
1380,Pitcairn
1381,Poland
1382,Portugal
1383,Puerto Rico
1384,Qatar
1385,Reunion
1386,Romania
1387,Rwanda
1388,Saint Barthelemy
1389,"Saint Helena, Ascension and Tristan da Cunha"
1390,Saint Kitts and Nevis
1391,Saint Lucia
1392,Saint Martin
1393,Saint Pierre and Miquelon
1394,Saint Vincent and the Grenadines
1395,Samoa
1396,San Marino
1397,Sao Tome and Principe
1398,Saudi Arabia
1399,Senegal
1400,Serbia
1401,Seychelles
1402,Sierra Leone
1403,Singapore
1404,Sint Maarten
1405,Slovakia
1406,Slovenia
1407,Solomon Islands
1408,Somalia
1409,South Africa
1410,South Georgia and the South Sandwich Islands
1411,South Sudan
1412,Spain
1413,Sri Lanka
1414,State of Palestine
1415,Suriname
1416,Svalbard and Jan Mayen
1417,Swaziland
1418,Sweden
1419,Switzerland
1420,Syrian Arab Republic
1421,Taiwan (Province of China)
1422,Tajikistan
1423,Thailand
1424,The Bahamas
1425,The British Indian Ocean Territory
1426,The Cayman Islands
1427,The Central African Republic
1428,The Cocos Islands
1429,The Comoros
1430,The Congo
1431,The Cook Islands
1432,The Democratic People's Republic of Korea
1433,the Democratic Republic of the Congo
1434,The Dominican Republic
1435,The Falkland Islands
1436,The Faroe Islands
1437,The former Yugoslav Republic of Macedonia
1438,The French Southern Territories
1439,The Gambia
1440,The Holy See
1441,The Lao People's Democratic Republic
1442,The Marshall Islands
1443,The Netherlands
1444,The Niger
1445,The Northern Mariana Islands
1446,The Philippines
1447,The Republic of Korea
1448,The Republic of Moldova
1449,The Russian Federation
1450,The Sudan
1451,The Turks and Caicos Islands
1452,The United Arab Emirates
1453,The United Kingdom of Great Britain and Northern Ireland
1454,The United States Minor Outlying Islands
1455,The United States of America
1456,Timor-Leste
1457,Togo
1458,Tokelau
1459,Tonga
1460,Trinidad and Tobago
1461,Tunisia
1462,Turkey
1463,Turkmenistan
1464,Tuvalu
1465,U.S. Virgin Islands
1466,Uganda
1467,Ukraine
1468,United Republic of Tanzania
1469,Uruguay
1470,Uzbekistan
1471,Vanuatu
1472,Vietnam
1473,Wallis and Futuna
1474,Western Sahara
1475,Yemen
1476,Zambia
1477,Zimbabwe
1478,Region/State
1479,Metro
1480,City
